,recording,file,label,valid_frames,recording_short,unique_label
980,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,371.npy,NaturalVideo,300,11-10,11-10_371_NaturalVideo
981,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,164.npy,NaturalVideo,300,11-10,11-10_164_NaturalVideo
982,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,710.npy,NaturalVideo,300,11-10,11-10_710_NaturalVideo
983,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,124.npy,RandomDots,240,11-10,11-10_124_RandomDots
984,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,503.npy,RandomDots,240,11-10,11-10_503_RandomDots
985,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,364.npy,NaturalVideo,300,11-10,11-10_364_NaturalVideo
986,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,255.npy,NaturalVideo,240,11-10,11-10_255_NaturalVideo
987,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,346.npy,NaturalVideo,300,11-10,11-10_346_NaturalVideo
988,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,392.npy,NaturalVideo,300,11-10,11-10_392_NaturalVideo
989,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,690.npy,NaturalVideo,300,11-10,11-10_690_NaturalVideo
990,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,721.npy,PinkNoise,324,11-10,11-10_721_PinkNoise
991,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,82.npy,NaturalVideo,300,11-10,11-10_82_NaturalVideo
992,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,158.npy,NaturalVideo,300,11-10,11-10_158_NaturalVideo
993,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,597.npy,NaturalVideo,300,11-10,11-10_597_NaturalVideo
994,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,332.npy,RandomDots,240,11-10,11-10_332_RandomDots
995,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,719.npy,NaturalVideo,300,11-10,11-10_719_NaturalVideo
996,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,373.npy,NaturalVideo,300,11-10,11-10_373_NaturalVideo
997,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,653.npy,NaturalVideo,300,11-10,11-10_653_NaturalVideo
998,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,558.npy,NaturalVideo,300,11-10,11-10_558_NaturalVideo
999,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,646.npy,NaturalVideo,300,11-10,11-10_646_NaturalVideo
1000,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,598.npy,NaturalVideo,300,11-10,11-10_598_NaturalVideo
1001,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,599.npy,NaturalVideo,300,11-10,11-10_599_NaturalVideo
1002,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,412.npy,NaturalVideo,300,11-10,11-10_412_NaturalVideo
1003,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,111.npy,NaturalVideo,300,11-10,11-10_111_NaturalVideo
1004,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,425.npy,PinkNoise,324,11-10,11-10_425_PinkNoise
1005,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,455.npy,NaturalVideo,300,11-10,11-10_455_NaturalVideo
1006,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,178.npy,NaturalVideo,300,11-10,11-10_178_NaturalVideo
1007,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,365.npy,NaturalVideo,324,11-10,11-10_365_NaturalVideo
1008,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,656.npy,NaturalVideo,300,11-10,11-10_656_NaturalVideo
1009,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,577.npy,NaturalVideo,300,11-10,11-10_577_NaturalVideo
1010,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,311.npy,PinkNoise,324,11-10,11-10_311_PinkNoise
1011,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,352.npy,NaturalVideo,300,11-10,11-10_352_NaturalVideo
1012,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,52.npy,GaussianDot,315,11-10,11-10_52_GaussianDot
1013,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,728.npy,NaturalVideo,300,11-10,11-10_728_NaturalVideo
1014,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,369.npy,NaturalVideo,300,11-10,11-10_369_NaturalVideo
1015,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,435.npy,NaturalVideo,300,11-10,11-10_435_NaturalVideo
1016,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,333.npy,NaturalVideo,300,11-10,11-10_333_NaturalVideo
1017,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,264.npy,NaturalVideo,300,11-10,11-10_264_NaturalVideo
1018,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,725.npy,NaturalVideo,324,11-10,11-10_725_NaturalVideo
1019,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,705.npy,NaturalVideo,300,11-10,11-10_705_NaturalVideo
1020,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,322.npy,NaturalVideo,300,11-10,11-10_322_NaturalVideo
1021,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,278.npy,NaturalVideo,240,11-10,11-10_278_NaturalVideo
1022,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,171.npy,NaturalVideo,300,11-10,11-10_171_NaturalVideo
1023,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,670.npy,NaturalVideo,300,11-10,11-10_670_NaturalVideo
1024,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,166.npy,RandomDots,240,11-10,11-10_166_RandomDots
1025,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,119.npy,NaturalVideo,300,11-10,11-10_119_NaturalVideo
1026,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,528.npy,NaturalVideo,300,11-10,11-10_528_NaturalVideo
1027,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,91.npy,NaturalVideo,240,11-10,11-10_91_NaturalVideo
1028,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,576.npy,NaturalVideo,300,11-10,11-10_576_NaturalVideo
1029,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,689.npy,NaturalVideo,300,11-10,11-10_689_NaturalVideo
1030,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,93.npy,NaturalVideo,300,11-10,11-10_93_NaturalVideo
1031,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,248.npy,NaturalVideo,300,11-10,11-10_248_NaturalVideo
1032,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,475.npy,PinkNoise,324,11-10,11-10_475_PinkNoise
1033,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,472.npy,RandomDots,240,11-10,11-10_472_RandomDots
1034,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,128.npy,PinkNoise,324,11-10,11-10_128_PinkNoise
1035,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,74.npy,NaturalVideo,300,11-10,11-10_74_NaturalVideo
1036,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,173.npy,NaturalVideo,300,11-10,11-10_173_NaturalVideo
1037,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,484.npy,NaturalVideo,300,11-10,11-10_484_NaturalVideo
1038,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,366.npy,RandomDots,240,11-10,11-10_366_RandomDots
1039,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,489.npy,GaussianDot,315,11-10,11-10_489_GaussianDot
1040,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,634.npy,NaturalVideo,300,11-10,11-10_634_NaturalVideo
1041,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,637.npy,NaturalVideo,300,11-10,11-10_637_NaturalVideo
1042,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,189.npy,PinkNoise,324,11-10,11-10_189_PinkNoise
1043,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,180.npy,RandomDots,240,11-10,11-10_180_RandomDots
1044,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,39.npy,NaturalVideo,300,11-10,11-10_39_NaturalVideo
1045,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,384.npy,NaturalVideo,300,11-10,11-10_384_NaturalVideo
1046,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,377.npy,NaturalVideo,300,11-10,11-10_377_NaturalVideo
1047,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,253.npy,RandomDots,240,11-10,11-10_253_RandomDots
1048,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,594.npy,NaturalVideo,300,11-10,11-10_594_NaturalVideo
1049,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,175.npy,NaturalVideo,300,11-10,11-10_175_NaturalVideo
1050,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,473.npy,NaturalVideo,300,11-10,11-10_473_NaturalVideo
1051,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,220.npy,NaturalVideo,300,11-10,11-10_220_NaturalVideo
1052,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,340.npy,NaturalVideo,300,11-10,11-10_340_NaturalVideo
1053,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,283.npy,NaturalVideo,240,11-10,11-10_283_NaturalVideo
1054,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,293.npy,NaturalVideo,300,11-10,11-10_293_NaturalVideo
1055,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,26.npy,NaturalVideo,300,11-10,11-10_26_NaturalVideo
1056,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,720.npy,NaturalVideo,300,11-10,11-10_720_NaturalVideo
1057,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,231.npy,NaturalVideo,300,11-10,11-10_231_NaturalVideo
1058,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,353.npy,NaturalVideo,300,11-10,11-10_353_NaturalVideo
1059,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,474.npy,NaturalVideo,300,11-10,11-10_474_NaturalVideo
1060,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,315.npy,PinkNoise,324,11-10,11-10_315_PinkNoise
1061,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,129.npy,NaturalVideo,300,11-10,11-10_129_NaturalVideo
1062,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,547.npy,NaturalVideo,300,11-10,11-10_547_NaturalVideo
1063,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,514.npy,NaturalVideo,300,11-10,11-10_514_NaturalVideo
1064,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,126.npy,RandomDots,240,11-10,11-10_126_RandomDots
1065,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,486.npy,NaturalVideo,300,11-10,11-10_486_NaturalVideo
1066,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,592.npy,NaturalVideo,300,11-10,11-10_592_NaturalVideo
1067,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,468.npy,NaturalVideo,300,11-10,11-10_468_NaturalVideo
1068,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,162.npy,NaturalVideo,300,11-10,11-10_162_NaturalVideo
1069,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,738.npy,NaturalVideo,300,11-10,11-10_738_NaturalVideo
1070,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,143.npy,NaturalVideo,300,11-10,11-10_143_NaturalVideo
1071,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,181.npy,RandomDots,240,11-10,11-10_181_RandomDots
1072,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,16.npy,NaturalVideo,300,11-10,11-10_16_NaturalVideo
1073,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,160.npy,GaussianDot,315,11-10,11-10_160_GaussianDot
1074,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,649.npy,NaturalVideo,300,11-10,11-10_649_NaturalVideo
1075,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,344.npy,RandomDots,240,11-10,11-10_344_RandomDots
1076,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,497.npy,NaturalVideo,240,11-10,11-10_497_NaturalVideo
1077,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,280.npy,NaturalVideo,300,11-10,11-10_280_NaturalVideo
1078,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,223.npy,NaturalVideo,300,11-10,11-10_223_NaturalVideo
1079,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,565.npy,NaturalVideo,300,11-10,11-10_565_NaturalVideo
1080,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,318.npy,GaussianDot,315,11-10,11-10_318_GaussianDot
1081,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,236.npy,GaussianDot,315,11-10,11-10_236_GaussianDot
1082,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,623.npy,GaussianDot,315,11-10,11-10_623_GaussianDot
1083,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,499.npy,NaturalVideo,300,11-10,11-10_499_NaturalVideo
1084,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,659.npy,PinkNoise,324,11-10,11-10_659_PinkNoise
1085,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,633.npy,PinkNoise,324,11-10,11-10_633_PinkNoise
1086,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,490.npy,NaturalVideo,300,11-10,11-10_490_NaturalVideo
1087,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,522.npy,GaussianDot,315,11-10,11-10_522_GaussianDot
1088,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,349.npy,NaturalVideo,300,11-10,11-10_349_NaturalVideo
1089,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,635.npy,NaturalVideo,300,11-10,11-10_635_NaturalVideo
1090,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,666.npy,NaturalVideo,300,11-10,11-10_666_NaturalVideo
1091,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,737.npy,NaturalVideo,324,11-10,11-10_737_NaturalVideo
1092,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,193.npy,NaturalVideo,300,11-10,11-10_193_NaturalVideo
1093,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,578.npy,NaturalVideo,300,11-10,11-10_578_NaturalVideo
1094,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,388.npy,RandomDots,240,11-10,11-10_388_RandomDots
1095,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,191.npy,NaturalVideo,300,11-10,11-10_191_NaturalVideo
1096,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,688.npy,NaturalVideo,300,11-10,11-10_688_NaturalVideo
1097,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,323.npy,NaturalVideo,300,11-10,11-10_323_NaturalVideo
1098,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,80.npy,NaturalVideo,300,11-10,11-10_80_NaturalVideo
1099,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,717.npy,GaussianDot,315,11-10,11-10_717_GaussianDot
1100,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,512.npy,NaturalVideo,300,11-10,11-10_512_NaturalVideo
1101,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,617.npy,NaturalVideo,300,11-10,11-10_617_NaturalVideo
1102,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,362.npy,NaturalVideo,300,11-10,11-10_362_NaturalVideo
1103,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,259.npy,NaturalVideo,300,11-10,11-10_259_NaturalVideo
1104,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,640.npy,NaturalVideo,300,11-10,11-10_640_NaturalVideo
1105,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,625.npy,RandomDots,240,11-10,11-10_625_RandomDots
1106,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,11.npy,GaussianDot,315,11-10,11-10_11_GaussianDot
1107,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,351.npy,NaturalVideo,300,11-10,11-10_351_NaturalVideo
1108,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,213.npy,NaturalVideo,300,11-10,11-10_213_NaturalVideo
1109,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,219.npy,NaturalVideo,300,11-10,11-10_219_NaturalVideo
1110,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,116.npy,NaturalVideo,300,11-10,11-10_116_NaturalVideo
1111,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,595.npy,NaturalVideo,300,11-10,11-10_595_NaturalVideo
1112,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,108.npy,NaturalVideo,300,11-10,11-10_108_NaturalVideo
1113,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,681.npy,PinkNoise,324,11-10,11-10_681_PinkNoise
1114,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,541.npy,NaturalVideo,300,11-10,11-10_541_NaturalVideo
1115,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,187.npy,RandomDots,240,11-10,11-10_187_RandomDots
1116,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,208.npy,NaturalVideo,300,11-10,11-10_208_NaturalVideo
1117,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,545.npy,NaturalVideo,300,11-10,11-10_545_NaturalVideo
1118,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,309.npy,NaturalVideo,300,11-10,11-10_309_NaturalVideo
1119,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,277.npy,PinkNoise,324,11-10,11-10_277_PinkNoise
1120,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,359.npy,NaturalVideo,300,11-10,11-10_359_NaturalVideo
1121,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,184.npy,NaturalVideo,300,11-10,11-10_184_NaturalVideo
1122,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,663.npy,NaturalVideo,300,11-10,11-10_663_NaturalVideo
1123,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,414.npy,NaturalVideo,300,11-10,11-10_414_NaturalVideo
1124,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,201.npy,NaturalVideo,300,11-10,11-10_201_NaturalVideo
1125,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,209.npy,RandomDots,240,11-10,11-10_209_RandomDots
1126,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,176.npy,NaturalVideo,300,11-10,11-10_176_NaturalVideo
1127,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,385.npy,NaturalVideo,300,11-10,11-10_385_NaturalVideo
1128,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,190.npy,NaturalVideo,300,11-10,11-10_190_NaturalVideo
1129,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,257.npy,NaturalVideo,300,11-10,11-10_257_NaturalVideo
1130,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,79.npy,NaturalVideo,300,11-10,11-10_79_NaturalVideo
1131,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,686.npy,NaturalVideo,300,11-10,11-10_686_NaturalVideo
1132,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,335.npy,NaturalVideo,300,11-10,11-10_335_NaturalVideo
1133,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,428.npy,NaturalVideo,300,11-10,11-10_428_NaturalVideo
1134,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,195.npy,NaturalVideo,300,11-10,11-10_195_NaturalVideo
1135,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,328.npy,RandomDots,240,11-10,11-10_328_RandomDots
1136,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,140.npy,NaturalVideo,300,11-10,11-10_140_NaturalVideo
1137,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,438.npy,RandomDots,240,11-10,11-10_438_RandomDots
1138,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,383.npy,NaturalVideo,300,11-10,11-10_383_NaturalVideo
1139,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,631.npy,NaturalVideo,300,11-10,11-10_631_NaturalVideo
1140,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,523.npy,RandomDots,240,11-10,11-10_523_RandomDots
1141,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,237.npy,NaturalVideo,300,11-10,11-10_237_NaturalVideo
1142,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,118.npy,NaturalVideo,300,11-10,11-10_118_NaturalVideo
1143,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,368.npy,RandomDots,240,11-10,11-10_368_RandomDots
1144,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,30.npy,NaturalVideo,300,11-10,11-10_30_NaturalVideo
1145,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,661.npy,NaturalVideo,300,11-10,11-10_661_NaturalVideo
1146,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,707.npy,GaussianDot,315,11-10,11-10_707_GaussianDot
1147,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,268.npy,NaturalVideo,300,11-10,11-10_268_NaturalVideo
1148,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,526.npy,RandomDots,240,11-10,11-10_526_RandomDots
1149,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,403.npy,NaturalVideo,300,11-10,11-10_403_NaturalVideo
1150,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,727.npy,RandomDots,240,11-10,11-10_727_RandomDots
1151,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,679.npy,NaturalVideo,300,11-10,11-10_679_NaturalVideo
1152,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,508.npy,NaturalVideo,300,11-10,11-10_508_NaturalVideo
1153,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,701.npy,NaturalVideo,324,11-10,11-10_701_NaturalVideo
1154,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,50.npy,NaturalVideo,300,11-10,11-10_50_NaturalVideo
1155,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,200.npy,NaturalVideo,300,11-10,11-10_200_NaturalVideo
1156,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,77.npy,NaturalVideo,300,11-10,11-10_77_NaturalVideo
1157,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,692.npy,NaturalVideo,300,11-10,11-10_692_NaturalVideo
1158,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,655.npy,NaturalVideo,300,11-10,11-10_655_NaturalVideo
1159,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,320.npy,NaturalVideo,300,11-10,11-10_320_NaturalVideo
1160,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,274.npy,GaussianDot,315,11-10,11-10_274_GaussianDot
1161,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,348.npy,GaussianDot,315,11-10,11-10_348_GaussianDot
1162,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,574.npy,NaturalVideo,300,11-10,11-10_574_NaturalVideo
1163,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,292.npy,PinkNoise,324,11-10,11-10_292_PinkNoise
1164,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,441.npy,RandomDots,240,11-10,11-10_441_RandomDots
1165,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,314.npy,PinkNoise,324,11-10,11-10_314_PinkNoise
1166,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,400.npy,NaturalVideo,300,11-10,11-10_400_NaturalVideo
1167,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,491.npy,NaturalVideo,300,11-10,11-10_491_NaturalVideo
1168,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,53.npy,NaturalVideo,300,11-10,11-10_53_NaturalVideo
1169,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,683.npy,NaturalVideo,300,11-10,11-10_683_NaturalVideo
1170,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,374.npy,NaturalVideo,300,11-10,11-10_374_NaturalVideo
1171,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,59.npy,NaturalVideo,300,11-10,11-10_59_NaturalVideo
1172,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,329.npy,NaturalVideo,300,11-10,11-10_329_NaturalVideo
1173,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,46.npy,NaturalVideo,300,11-10,11-10_46_NaturalVideo
1174,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,730.npy,NaturalVideo,300,11-10,11-10_730_NaturalVideo
1175,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,81.npy,GaussianDot,315,11-10,11-10_81_GaussianDot
