,recording,file,label,valid_frames
632,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,592.npy,NaturalVideo,300
633,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,126.npy,NaturalVideo,300
634,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,243.npy,NaturalVideo,300
635,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,94.npy,NaturalVideo,300
636,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,310.npy,NaturalVideo,300
637,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,402.npy,NaturalVideo,300
638,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,57.npy,NaturalVideo,300
639,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,244.npy,NaturalVideo,300
640,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,409.npy,NaturalVideo,300
641,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,426.npy,NaturalVideo,300
642,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,584.npy,NaturalVideo,300
643,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,38.npy,NaturalVideo,300
644,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,476.npy,NaturalVideo,300
645,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,347.npy,NaturalVideo,300
646,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,510.npy,NaturalVideo,300
647,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,675.npy,NaturalImages,313
648,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,65.npy,PinkNoise,324
649,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,0.npy,NaturalVideo,300
650,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,346.npy,NaturalVideo,300
651,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,41.npy,NaturalVideo,300
652,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,168.npy,PinkNoise,324
653,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,587.npy,NaturalVideo,300
654,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,405.npy,NaturalVideo,300
655,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,187.npy,NaturalVideo,300
656,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,327.npy,PinkNoise,324
657,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,608.npy,NaturalVideo,300
658,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,590.npy,NaturalVideo,300
659,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,397.npy,NaturalVideo,300
660,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,349.npy,NaturalVideo,300
661,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,479.npy,NaturalVideo,300
662,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,618.npy,NaturalVideo,300
663,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,297.npy,NaturalVideo,300
664,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,684.npy,NaturalImages,322
665,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,178.npy,NaturalVideo,300
666,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,453.npy,NaturalVideo,300
667,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,192.npy,PinkNoise,324
668,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,414.npy,NaturalVideo,300
669,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,693.npy,NaturalImages,317
670,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,19.npy,NaturalVideo,300
671,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,705.npy,NaturalImages,317
672,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,308.npy,NaturalVideo,300
673,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,536.npy,NaturalVideo,300
674,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,553.npy,NaturalVideo,300
675,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,437.npy,NaturalVideo,300
676,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,293.npy,NaturalVideo,300
677,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,484.npy,PinkNoise,324
678,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,717.npy,NaturalImages,317
679,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,156.npy,NaturalVideo,300
680,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,613.npy,NaturalVideo,300
681,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,250.npy,NaturalVideo,300
682,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,401.npy,NaturalVideo,300
683,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,233.npy,NaturalVideo,300
684,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,148.npy,NaturalVideo,300
685,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,681.npy,NaturalImages,317
686,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,495.npy,NaturalVideo,300
687,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,568.npy,NaturalVideo,300
688,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,355.npy,NaturalVideo,300
689,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,567.npy,NaturalVideo,300
690,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,240.npy,NaturalVideo,300
691,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,230.npy,NaturalVideo,300
692,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,680.npy,NaturalImages,318
693,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,292.npy,NaturalVideo,300
694,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,238.npy,NaturalVideo,300
695,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,385.npy,NaturalVideo,300
696,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,123.npy,NaturalVideo,300
697,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,252.npy,NaturalVideo,300
698,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,198.npy,NaturalVideo,300
699,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,79.npy,NaturalVideo,300
700,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,699.npy,NaturalImages,318
701,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,562.npy,NaturalVideo,300
702,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,653.npy,NaturalVideo,300
703,dynamic29228-2-10-Video-8744edeac3b4d1ce16b680916b5267ce,558.npy,NaturalVideo,300
704,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,550.npy,NaturalVideo,300
705,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,464.npy,GaussianDot,315
706,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,704.npy,NaturalVideo,300
707,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,285.npy,NaturalVideo,300
708,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,383.npy,NaturalVideo,300
709,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,147.npy,NaturalVideo,300
710,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,301.npy,NaturalVideo,300
711,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,261.npy,NaturalVideo,300
712,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,619.npy,NaturalVideo,300
713,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,321.npy,NaturalVideo,300
714,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,167.npy,GaussianDot,315
715,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,400.npy,NaturalVideo,300
716,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,433.npy,NaturalVideo,300
717,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,646.npy,NaturalVideo,300
718,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,71.npy,NaturalVideo,300
719,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,190.npy,NaturalVideo,300
720,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,180.npy,RandomDots,240
721,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,265.npy,NaturalVideo,300
722,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,475.npy,PinkNoise,324
723,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,571.npy,NaturalVideo,300
724,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,305.npy,NaturalVideo,300
725,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,152.npy,NaturalVideo,300
726,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,35.npy,NaturalVideo,300
727,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,723.npy,RandomDots,240
728,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,520.npy,NaturalVideo,300
729,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,132.npy,NaturalVideo,300
730,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,214.npy,NaturalVideo,300
731,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,430.npy,NaturalVideo,300
732,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,541.npy,NaturalVideo,300
733,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,386.npy,NaturalVideo,240
734,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,232.npy,NaturalVideo,300
735,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,340.npy,NaturalVideo,300
736,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,328.npy,RandomDots,240
737,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,630.npy,GaussianDot,315
738,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,18.npy,NaturalVideo,300
739,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,419.npy,NaturalVideo,300
740,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,177.npy,GaussianDot,315
741,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,330.npy,NaturalVideo,300
742,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,26.npy,NaturalVideo,300
743,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,716.npy,RandomDots,240
744,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,633.npy,PinkNoise,324
745,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,43.npy,NaturalVideo,300
746,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,497.npy,NaturalVideo,240
747,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,728.npy,NaturalVideo,300
748,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,498.npy,NaturalVideo,300
749,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,169.npy,PinkNoise,324
750,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,282.npy,NaturalVideo,300
751,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,278.npy,NaturalVideo,240
752,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,215.npy,NaturalVideo,300
753,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,686.npy,NaturalVideo,300
754,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,324.npy,PinkNoise,324
755,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,561.npy,NaturalVideo,300
756,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,181.npy,RandomDots,240
757,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,119.npy,NaturalVideo,300
758,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,614.npy,NaturalVideo,300
759,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,80.npy,NaturalVideo,300
760,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,629.npy,GaussianDot,315
761,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,314.npy,PinkNoise,324
762,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,354.npy,NaturalVideo,300
763,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,660.npy,NaturalVideo,300
764,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,348.npy,GaussianDot,315
765,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,604.npy,NaturalVideo,300
766,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,626.npy,GaussianDot,315
767,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,671.npy,NaturalVideo,300
768,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,657.npy,NaturalVideo,300
769,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,3.npy,NaturalVideo,300
770,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,622.npy,NaturalVideo,300
771,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,515.npy,NaturalVideo,300
772,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,393.npy,NaturalVideo,300
773,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,21.npy,NaturalVideo,300
774,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,443.npy,NaturalVideo,300
775,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,511.npy,NaturalVideo,300
776,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,452.npy,NaturalVideo,300
777,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,27.npy,GaussianDot,315
778,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,174.npy,NaturalVideo,300
779,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,352.npy,NaturalVideo,300
780,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,136.npy,PinkNoise,324
781,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,552.npy,NaturalVideo,300
782,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,329.npy,NaturalVideo,300
783,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,95.npy,NaturalVideo,300
784,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,115.npy,NaturalVideo,300
785,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,117.npy,RandomDots,240
786,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,672.npy,NaturalVideo,300
787,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,410.npy,RandomDots,240
788,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,146.npy,NaturalVideo,300
789,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,59.npy,NaturalVideo,300
790,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,602.npy,NaturalVideo,300
791,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,217.npy,NaturalVideo,300
792,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,61.npy,NaturalVideo,300
793,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,311.npy,PinkNoise,324
794,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,720.npy,NaturalVideo,300
795,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,106.npy,NaturalVideo,300
796,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,518.npy,RandomDots,240
797,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,501.npy,NaturalVideo,300
798,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,374.npy,NaturalVideo,300
799,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,12.npy,GaussianDot,315
800,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,33.npy,NaturalVideo,300
801,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,436.npy,NaturalVideo,300
802,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,560.npy,NaturalVideo,300
803,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,472.npy,RandomDots,240
804,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,138.npy,PinkNoise,324
805,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,563.npy,NaturalVideo,300
806,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,412.npy,NaturalVideo,300
807,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,11.npy,GaussianDot,315
808,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,359.npy,NaturalVideo,300
809,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,508.npy,NaturalVideo,300
810,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,258.npy,NaturalVideo,324
811,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,737.npy,NaturalVideo,324
812,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,486.npy,NaturalVideo,300
813,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,676.npy,PinkNoise,324
814,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,667.npy,NaturalVideo,300
815,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,465.npy,NaturalVideo,300
816,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,637.npy,NaturalVideo,300
817,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,158.npy,NaturalVideo,300
818,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,241.npy,RandomDots,240
819,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,731.npy,NaturalVideo,300
820,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,732.npy,RandomDots,240
821,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,112.npy,PinkNoise,324
822,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,458.npy,NaturalVideo,300
823,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,461.npy,NaturalVideo,300
824,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,627.npy,PinkNoise,324
825,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,582.npy,PinkNoise,324
826,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,586.npy,NaturalVideo,300
827,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,415.npy,NaturalVideo,300
828,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,687.npy,NaturalVideo,300
829,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,195.npy,NaturalVideo,300
830,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,607.npy,GaussianDot,315
831,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,661.npy,NaturalVideo,300
832,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,499.npy,NaturalVideo,300
833,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,44.npy,NaturalVideo,300
834,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,544.npy,NaturalVideo,300
835,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,219.npy,NaturalVideo,300
836,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,673.npy,NaturalVideo,300
837,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,269.npy,PinkNoise,324
838,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,14.npy,GaussianDot,315
839,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,175.npy,NaturalVideo,300
840,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,725.npy,NaturalVideo,324
841,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,135.npy,NaturalVideo,300
842,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,268.npy,NaturalVideo,300
843,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,413.npy,NaturalVideo,300
844,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,455.npy,NaturalVideo,300
845,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,83.npy,NaturalVideo,300
846,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,429.npy,NaturalVideo,300
847,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,434.npy,NaturalVideo,300
848,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,343.npy,NaturalVideo,300
849,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,143.npy,NaturalVideo,300
850,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,468.npy,NaturalVideo,300
851,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,666.npy,NaturalVideo,300
852,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,46.npy,NaturalVideo,300
853,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,322.npy,NaturalVideo,300
854,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,406.npy,NaturalVideo,300
855,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,320.npy,NaturalVideo,300
856,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,583.npy,NaturalVideo,300
857,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,110.npy,NaturalVideo,300
858,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,466.npy,NaturalVideo,300
859,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,559.npy,PinkNoise,324
860,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,623.npy,GaussianDot,315
861,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,638.npy,NaturalVideo,300
862,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,141.npy,NaturalVideo,300
863,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,260.npy,NaturalVideo,300
864,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,451.npy,NaturalVideo,300
865,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,711.npy,NaturalVideo,300
866,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,316.npy,GaussianDot,315
867,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,522.npy,GaussianDot,315
868,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,435.npy,NaturalVideo,300
869,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,317.npy,RandomDots,240
870,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,179.npy,NaturalVideo,300
871,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,467.npy,NaturalVideo,300
872,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,579.npy,NaturalVideo,300
873,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,692.npy,NaturalVideo,300
874,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,703.npy,NaturalVideo,300
875,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,444.npy,NaturalVideo,240
876,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,565.npy,NaturalVideo,300
877,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,551.npy,NaturalVideo,300
878,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,365.npy,NaturalVideo,324
879,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,375.npy,GaussianDot,315
880,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,420.npy,PinkNoise,324
881,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,74.npy,NaturalVideo,300
882,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,270.npy,PinkNoise,324
883,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,709.npy,NaturalVideo,300
884,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,658.npy,NaturalVideo,300
885,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,527.npy,NaturalVideo,300
886,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,399.npy,NaturalVideo,300
887,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,351.npy,NaturalVideo,300
888,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,312.npy,RandomDots,240
889,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,137.npy,PinkNoise,324
890,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,478.npy,NaturalVideo,300
891,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,589.npy,NaturalVideo,300
892,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,42.npy,NaturalVideo,300
893,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,665.npy,NaturalVideo,300
894,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,454.npy,NaturalVideo,300
895,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,636.npy,NaturalVideo,300
896,dynamic29156-11-10-Video-8744edeac3b4d1ce16b680916b5267ce,220.npy,NaturalVideo,300
